replication,loss__delta_prop,loss__delta_rec,loss__total,loss__delta_int,Lambda__delta_prop,Lambda__delta_rec,Lambda__total,Lambda__delta_int,T_rec__delta_prop,T_rec__delta_rec,T_rec__total,T_rec__delta_int,T_rec_bounded__delta_prop,T_rec_bounded__delta_rec,T_rec_bounded__total,T_rec_bounded__delta_int,lock_in__delta_prop,lock_in__delta_rec,lock_in__total,lock_in__delta_int,any_censored
10,0.0059698596537784004,0.01328550972558,0.1294623255075788,0.1102069561282204,0.00604983212341631,0.0,0.00604983212341631,0.0,0.0,160.0,,,0.0,160.0,2810.0,2650.0,0.0,0.0,1.0,1.0,True
11,0.018240100611560103,0.012622442160307001,0.10639709811501041,0.07553455534314331,0.12400931119227543,0.0,0.12400931119227543,0.0,0.0,120.0,60.0,-60.0,0.0,120.0,60.0,-60.0,0.0,0.0,0.0,0.0,False
12,0.013548589792043791,0.013285591359091686,0.026987168375757792,0.00015298722462231407,0.06221951940735215,0.0,0.06221951940735215,0.0,0.0,170.0,200.0,30.0,0.0,170.0,200.0,30.0,0.0,0.0,0.0,0.0,False
13,0.011653319652212613,0.013002320593009709,0.08341410807946972,0.0587584678342474,0.01153607974401294,0.0,0.01153607974401294,0.0,0.0,150.0,,,0.0,150.0,2260.0,2110.0,0.0,0.0,1.0,1.0,True
14,0.0072987376201795046,0.005930543767594804,0.0772205636494358,0.0639912822616615,0.04421365044651537,0.0,0.04421365044651537,0.0,10.0,70.0,,,10.0,70.0,2640.0,2560.0,0.0,0.0,1.0,1.0,True
15,0.009205148371960209,0.010996653473942408,0.1238334951507637,0.10363169330486108,0.06411763334715381,0.0,0.06411763334715381,0.0,0.0,100.0,,,0.0,100.0,2640.0,2540.0,0.0,0.0,1.0,1.0,True
16,0.014720788881497415,0.013580896318979518,0.08791106206614052,0.05960937686566359,0.030686260889534855,0.0,0.030686260889534855,0.0,0.0,150.0,,,0.0,150.0,2410.0,2260.0,0.0,0.0,1.0,1.0,True
17,0.020964099514051798,0.001035400099722198,0.1536974832162436,0.13169798360246962,0.2616304528655582,0.0,0.2616304528655582,0.0,10.0,30.0,,,10.0,30.0,3200.0,3160.0,0.0,0.0,1.0,1.0,True
18,0.02175021241043551,0.0229351750042332,0.09713251776380499,0.052447130349136284,0.09677751268524215,0.0,0.09677751268524215,0.0,0.0,340.0,,,0.0,340.0,2350.0,2010.0,0.0,0.0,1.0,1.0,True
19,0.003944137066724099,0.0029139968512105,0.007951913973092403,0.0010937800551578045,0.018822022464515475,0.0,0.018822022464515475,0.0,0.0,40.0,70.0,30.0,0.0,40.0,70.0,30.0,0.0,0.0,0.0,0.0,False
20,0.007415596869087,0.007974541137470696,0.1337681495749316,0.11837801156837391,0.028572155968764723,0.0,0.028572155968764723,0.0,10.0,130.0,,,10.0,130.0,2950.0,2810.0,0.0,0.0,1.0,1.0,True
21,0.017329823624250812,0.015149203433934194,0.8021134575658939,0.7696344305077089,0.08744482929077668,0.0,0.08744482929077668,0.0,0.0,190.0,,,0.0,190.0,2430.0,2240.0,0.0,0.0,1.0,1.0,True
22,0.005611396317585601,0.0006302808623502021,0.007795451762822196,0.0015537745828863928,0.010672338382960278,0.0,0.010672338382960278,0.0,10.0,30.0,50.0,10.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,0.0,False
23,0.0017523517043335005,0.0023982066486197065,0.004747195629122,0.0005966372761687933,0.005851971402882572,0.0,0.005851971402882572,0.0,0.0,50.0,60.0,10.0,0.0,50.0,60.0,10.0,0.0,0.0,0.0,0.0,False
24,0.0117314487503907,0.00032554216542500514,0.012915526241446998,0.0008585353256312933,0.0783661790936303,0.0,0.0783661790936303,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,False
25,0.013223599823201898,0.0129995163750498,0.1326797762423168,0.10645666004406511,0.058651217854299276,0.0,0.058651217854299276,0.0,0.0,160.0,,,0.0,160.0,2710.0,2550.0,0.0,0.0,1.0,1.0,True
26,0.009898907301823301,0.021301334876135503,0.09331410533561268,0.06211386315765388,0.011080165076210013,0.0,0.011080165076210013,0.0,0.0,170.0,,,0.0,170.0,1990.0,1820.0,0.0,0.0,1.0,1.0,True
27,0.004328116951319801,0.003663511543680005,0.0806285559444659,0.0726369274494661,0.028393400150746373,0.0,0.028393400150746373,0.0,0.0,50.0,,,0.0,50.0,2960.0,2910.0,0.0,0.0,1.0,1.0,True
28,0.009207000301354906,0.0063415807027319,0.01619256293080601,0.0006439819267192032,0.015722101804361177,0.0,0.015722101804361177,0.0,0.0,100.0,130.0,30.0,0.0,100.0,130.0,30.0,0.0,0.0,0.0,0.0,False
29,0.012930160273667085,0.026869230040427294,0.13666967277520597,0.0968702824611116,0.06860213166853146,0.0,0.06860213166853146,0.0,10.0,220.0,,,10.0,220.0,2340.0,2110.0,0.0,0.0,1.0,1.0,True
30,0.007613789619560704,0.009154283118220703,0.015675591299383007,-0.0010924814383984002,0.03931205809808597,0.0,0.03931205809808597,0.0,0.0,120.0,150.0,30.0,0.0,120.0,150.0,30.0,0.0,0.0,0.0,0.0,False
31,0.001752496384173595,0.0001749623972147965,0.002352344434538897,0.00042488565315050575,0.01495702198135962,0.0,0.01495702198135962,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False
32,0.011021654875446693,0.0010251247970465005,0.013987317083849704,0.0019405374113565105,0.014709074407275369,0.0,0.014709074407275369,0.0,0.0,20.0,50.0,30.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,False
33,0.0058561304833227995,0.012077966452045397,0.08416921388190549,0.06623511694653729,0.03742922821560368,0.0,0.03742922821560368,0.0,0.0,150.0,,,0.0,150.0,2710.0,2560.0,0.0,0.0,1.0,1.0,True
34,0.023520037186394477,0.005864994859352296,0.08770442883795287,0.0583193967922061,0.09896412850016534,0.0,0.09896412850016534,0.0,0.0,70.0,,,0.0,70.0,2300.0,2230.0,0.0,0.0,1.0,1.0,True
35,0.00837384361217311,0.005004909614106198,0.012164145240102606,-0.0012146079861767023,0.024131023106349014,0.0,0.024131023106349014,0.0,0.0,70.0,110.0,40.0,0.0,70.0,110.0,40.0,0.0,0.0,0.0,0.0,False
36,0.008611095200450308,0.0004364341386268039,0.009948037826250908,0.0009005084871737956,0.026320246915339796,0.0,0.026320246915339796,0.0,0.0,10.0,20.0,10.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,False
37,0.009583971545950296,0.003502430358751793,0.013964497876826298,0.0008780959721242099,0.041711305609915594,0.0,0.041711305609915594,0.0,10.0,60.0,80.0,10.0,10.0,60.0,80.0,10.0,0.0,0.0,0.0,0.0,False
38,0.02191157276008049,0.02071827166106449,0.11604986166302872,0.07342001724188374,0.062960565567595,0.0,0.062960565567595,0.0,0.0,290.0,,,0.0,290.0,2180.0,1890.0,0.0,0.0,1.0,1.0,True
39,0.014543823591527394,0.0007080471051831017,0.01651073517490989,0.0012588644781993952,0.06880984321663419,0.0,0.06880984321663419,0.0,10.0,20.0,40.0,10.0,10.0,20.0,40.0,10.0,0.0,0.0,0.0,0.0,False
40,0.005710710759068996,0.010575338453014393,0.07830564521492359,0.0620195960028402,0.0790730759203433,0.0,0.0790730759203433,0.0,10.0,150.0,,,10.0,150.0,2880.0,2720.0,0.0,0.0,1.0,1.0,True
41,0.013672811186599701,0.005080430213936102,0.08947597077394209,0.07072272937340629,0.054503071155068694,0.0,0.054503071155068694,0.0,0.0,80.0,,,0.0,80.0,2800.0,2720.0,0.0,0.0,1.0,1.0,True
42,0.013932028140650796,0.008163247115536995,0.08583987295580389,0.0637445976996161,0.037623700875114685,0.0,0.037623700875114685,0.0,0.0,100.0,,,0.0,100.0,2540.0,2440.0,0.0,0.0,1.0,1.0,True
43,0.0020032227590428015,1.3354609394401404e-05,0.0023042638627710013,0.0002876864943337984,0.03623896937731738,0.0,0.03623896937731738,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False
44,0.011204456162619086,0.00017982476850478268,0.012730290235357794,0.001346009304233925,0.05877006639096383,0.0,0.05877006639096383,0.0,0.0,10.0,30.0,20.0,0.0,10.0,30.0,20.0,0.0,0.0,0.0,0.0,False
45,0.0037956045472209016,0.006296903161392302,0.08261804136472031,0.07252553365610712,0.00892561012933163,0.0,0.00892561012933163,0.0,0.0,80.0,,,0.0,80.0,3030.0,2950.0,0.0,0.0,1.0,1.0,True
46,0.006223808413216389,0.007039065376647405,0.07500841057441458,0.06174553678455079,0.002986570857064219,0.0,0.002986570857064219,0.0,10.0,90.0,,,10.0,90.0,2500.0,2400.0,0.0,0.0,1.0,1.0,True
47,0.007014384163806002,0.00021352303724599814,0.007848544203046696,0.0006206370019946963,0.03864665655213839,0.0,0.03864665655213839,0.0,10.0,10.0,20.0,0.0,10.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,False
48,0.013426335387994301,0.0032208436336862017,0.017008016520099103,0.0003608374984186008,0.05259941868189549,0.0,0.05259941868189549,0.0,0.0,50.0,150.0,100.0,0.0,50.0,150.0,100.0,0.0,0.0,0.0,0.0,False
49,0.014542032818388617,0.015614910438263407,0.0717898277486434,0.04163288449199137,0.04467422086879402,0.0,0.04467422086879402,0.0,10.0,160.0,,,10.0,160.0,1550.0,1380.0,0.0,0.0,1.0,1.0,True
50,0.0034856576416419996,0.0033500146432282954,0.0814107482272496,0.0745750759423793,0.0169671467492728,0.0,0.0169671467492728,0.0,0.0,60.0,,,0.0,60.0,3050.0,2990.0,0.0,0.0,1.0,1.0,True
51,0.007519358669454301,0.006030473995961308,0.0773757134830073,0.06382588081759169,0.006635065745694946,0.0,0.006635065745694946,0.0,0.0,80.0,,,0.0,80.0,2560.0,2480.0,0.0,0.0,1.0,1.0,True
52,0.006178879803623,0.0004920219525482994,0.00810763812175569,0.00143673636558439,0.007676087978566892,0.0,0.007676087978566892,0.0,0.0,0.0,20.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,False
53,0.007949834943131423,0.01582554486462312,0.024534169879787404,0.0007587900720328611,0.0048525346091691235,0.0,0.0048525346091691235,0.0,0.0,230.0,250.0,20.0,0.0,230.0,250.0,20.0,0.0,0.0,0.0,0.0,False
54,0.0141731820121892,0.014806592798128904,0.07383586244065937,0.04485608763034127,0.005133405134755908,0.0,0.005133405134755908,0.0,0.0,170.0,,,0.0,170.0,1790.0,1620.0,0.0,0.0,1.0,1.0,True
55,0.006264370400602098,0.0004347229993784049,0.0068006639292272075,0.00010157052924670423,0.026966626568417584,0.0,0.026966626568417584,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,False
56,0.0184763236064395,0.08606358297169989,0.6633171363736244,0.558777229795485,0.07207122316984893,0.0,0.07207122316984893,0.0,0.0,390.0,,,0.0,390.0,1810.0,1420.0,0.0,0.0,1.0,1.0,True
57,0.004905458292360498,0.012837842882615094,0.0130569494020841,-0.004686351772891492,0.0006736414657076972,0.0,0.0006736414657076972,0.0,0.0,210.0,220.0,10.0,0.0,210.0,220.0,10.0,0.0,0.0,0.0,0.0,False
58,0.006610379995151502,0.0,0.006610379995151502,0.0,0.0419330642555259,0.0,0.0419330642555259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
59,0.019042374473664497,0.006618045791839694,0.029721038290906,0.004060618025401808,0.06747135558079753,0.0,0.06747135558079753,0.0,10.0,80.0,180.0,90.0,10.0,80.0,180.0,90.0,0.0,0.0,0.0,0.0,False
60,0.010969771311859194,0.007288774432152201,0.019753983912934092,0.001495438168922697,0.018938882618835973,0.0,0.018938882618835973,0.0,0.0,100.0,110.0,10.0,0.0,100.0,110.0,10.0,0.0,0.0,0.0,0.0,False
61,0.009759254573881604,0.0045984888567872015,0.08687134988567069,0.07251360645500188,0.04769217347849336,0.0,0.04769217347849336,0.0,0.0,80.0,,,0.0,80.0,3000.0,2920.0,0.0,0.0,1.0,1.0,True
62,0.0036682695815175026,0.00011306285631520335,0.0041433451892815,0.0003620127514487939,0.013471247734458791,0.0,0.013471247734458791,0.0,10.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,False
63,0.015427281796265097,0.0359941324591439,0.16443409292909558,0.11301267867368658,0.062480908990472095,0.0,0.062480908990472095,0.0,0.0,360.0,,,0.0,360.0,2130.0,1770.0,0.0,0.0,1.0,1.0,True
64,0.010792184442557307,0.0007498652496969044,0.013256991282561192,0.0017149415903069815,0.054102625912537006,0.0,0.054102625912537006,0.0,10.0,20.0,50.0,20.0,10.0,20.0,50.0,20.0,0.0,0.0,0.0,0.0,False
65,0.008914546127863701,0.007392429696949303,0.08818140449157269,0.0718744286667597,0.0683341886838521,0.0,0.0683341886838521,0.0,0.0,100.0,,,0.0,100.0,3060.0,2960.0,0.0,0.0,1.0,1.0,True
66,0.004731876274706101,0.0003398716318369979,0.005913314752412496,0.0008415668458693973,0.022772010022132305,0.0,0.022772010022132305,0.0,10.0,10.0,30.0,10.0,10.0,10.0,30.0,10.0,0.0,0.0,0.0,0.0,False
67,0.0234581695767863,0.009893425226079597,0.027963332237477295,-0.005388262565388602,0.08148973115925823,0.0,0.08148973115925823,0.0,0.0,110.0,170.0,60.0,0.0,110.0,170.0,60.0,0.0,0.0,0.0,0.0,False
68,0.017073744715433797,0.0728768807617517,0.7028051407979576,0.6128545153207722,0.0622216249136015,0.0,0.0622216249136015,0.0,0.0,310.0,,,0.0,310.0,2190.0,1880.0,0.0,0.0,1.0,1.0,True
69,0.015070780604956924,0.032117022174422805,0.1631819013710411,0.11599409859166138,0.044151938752018505,0.0,0.044151938752018505,0.0,10.0,340.0,,,10.0,340.0,2320.0,1970.0,0.0,0.0,1.0,1.0,True
70,0.010526288171886306,0.007769387941768305,0.08342992676513489,0.06513425065148028,0.055040060481140185,0.0,0.055040060481140185,0.0,10.0,110.0,,,10.0,110.0,2690.0,2570.0,0.0,0.0,1.0,1.0,True
71,0.0174928730870845,0.0206393910955886,0.2249838883927799,0.18685162421010681,0.07770002686608046,0.0,0.07770002686608046,0.0,0.0,250.0,,,0.0,250.0,2270.0,2020.0,0.0,0.0,1.0,1.0,True
72,0.0098802295563356,0.002953949662011103,0.013861769664574107,0.001027590446227404,0.13349532594149033,0.0,0.13349532594149033,0.0,10.0,50.0,70.0,10.0,10.0,50.0,70.0,10.0,0.0,0.0,0.0,0.0,False
73,0.006967054854663909,0.011946981980185609,0.13361079832862138,0.11469676149377185,0.036026601444873296,0.0,0.036026601444873296,0.0,0.0,130.0,,,0.0,130.0,2830.0,2700.0,0.0,0.0,1.0,1.0,True
74,0.009728925047442397,0.0013019558794162972,0.011570736872946907,0.0005398559460882135,0.06989235443030484,0.0,0.06989235443030484,0.0,0.0,20.0,30.0,10.0,0.0,20.0,30.0,10.0,0.0,0.0,0.0,0.0,False
75,0.012639956198430197,0.010597631492964305,0.11463872480181439,0.09140113711041989,0.003567804895091009,0.0,0.003567804895091009,0.0,0.0,110.0,,,0.0,110.0,2130.0,2020.0,0.0,0.0,1.0,1.0,True
76,0.02745487127994739,0.020922033777887095,0.13857442803361342,0.09019752297577893,0.0886573691275957,0.0,0.0886573691275957,0.0,0.0,230.0,,,0.0,230.0,2120.0,1890.0,0.0,0.0,1.0,1.0,True
77,0.0054945153709743955,0.003557725764088998,0.012097955939424893,0.003045714804361499,0.0165571315561005,0.0,0.0165571315561005,0.0,0.0,60.0,90.0,30.0,0.0,60.0,90.0,30.0,0.0,0.0,0.0,0.0,False
78,0.014183909773759523,0.02011394906877742,0.1253992465383513,0.09110138769581436,0.04013947039717847,0.0,0.04013947039717847,0.0,0.0,190.0,,,0.0,190.0,2070.0,1880.0,0.0,0.0,1.0,1.0,True
79,0.0074814397445363,0.008199841503303593,0.015628413630536298,-5.286761730359524e-05,0.010337655685000502,0.0,0.010337655685000502,0.0,0.0,120.0,160.0,40.0,0.0,120.0,160.0,40.0,0.0,0.0,0.0,0.0,False
80,0.014950264065194313,0.015869469068746006,0.1410661515731035,0.11024641843916319,0.013464042546383004,0.0,0.013464042546383004,0.0,0.0,150.0,,,0.0,150.0,1990.0,1840.0,0.0,0.0,1.0,1.0,True
81,0.019891544739315092,0.019860978244677197,0.162949999686848,0.12319747670285572,0.08005929442163995,0.0,0.08005929442163995,0.0,0.0,230.0,,,0.0,230.0,2280.0,2050.0,0.0,0.0,1.0,1.0,True
82,0.0185456058099345,0.007736532991379191,0.09082194177891381,0.06453980297760012,0.08334521035561648,0.0,0.08334521035561648,0.0,10.0,100.0,,,10.0,100.0,2450.0,2340.0,0.0,0.0,1.0,1.0,True
83,0.009120054029959593,0.00938391216569591,0.07728818949914039,0.05878422330348489,0.009676385311572333,0.0,0.009676385311572333,0.0,10.0,130.0,,,10.0,130.0,2460.0,2320.0,0.0,0.0,1.0,1.0,True
84,0.009029212842615604,0.005439501226563094,0.1321586276785523,0.11768991360937361,0.04815199914186813,0.0,0.04815199914186813,0.0,10.0,60.0,,,10.0,60.0,3030.0,2960.0,0.0,0.0,1.0,1.0,True
85,0.003855071977732598,0.0033414758585191065,0.07992685592948462,0.07273030809323291,0.008332971383560317,0.0,0.008332971383560317,0.0,0.0,40.0,,,0.0,40.0,3020.0,2980.0,0.0,0.0,1.0,1.0,True
86,0.0049428814039119,0.007896825580035904,0.079333609224503,0.0664939022405552,0.007486233415903876,0.0,0.007486233415903876,0.0,0.0,110.0,,,0.0,110.0,2700.0,2590.0,0.0,0.0,1.0,1.0,True
87,0.004567967950697693,0.003965286656276004,0.008122198507851994,-0.0004110560991217038,0.009005527890615705,0.0,0.009005527890615705,0.0,0.0,60.0,60.0,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,False
88,0.010496344242183403,0.004660700833865494,0.1323555469173079,0.11719850184125899,0.031343153008311475,0.0,0.031343153008311475,0.0,0.0,50.0,,,0.0,50.0,2680.0,2630.0,0.0,0.0,1.0,1.0,True
89,0.014615371237947303,0.024915046693556098,0.1527333395086541,0.11320292157715067,0.07636790402472693,0.0,0.07636790402472693,0.0,0.0,220.0,,,0.0,220.0,2700.0,2480.0,0.0,0.0,1.0,1.0,True
90,0.009299953604697694,0.009250979113782892,0.1219009674362912,0.10335003471781061,0.026339950631310893,0.0,0.026339950631310893,0.0,10.0,140.0,,,10.0,140.0,2800.0,2650.0,0.0,0.0,1.0,1.0,True
91,0.01947132085988529,0.010048641227343502,0.1277786162033653,0.09825865411613652,0.04925703858602837,0.0,0.04925703858602837,0.0,0.0,110.0,,,0.0,110.0,2260.0,2150.0,0.0,0.0,1.0,1.0,True
92,0.007046612924986803,0.0,0.007046612924986803,0.0,0.06083505713693671,0.0,0.06083505713693671,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,False
93,0.014372179647909808,0.03330397125103869,0.1646370491382113,0.1169608982392628,0.07752939386031588,0.0,0.07752939386031588,0.0,0.0,310.0,,,0.0,310.0,2440.0,2130.0,0.0,0.0,1.0,1.0,True
94,0.006700147583377697,0.005582625424703502,0.0424769230054407,0.030194149997359504,0.043018503282142295,0.0,0.043018503282142295,0.0,0.0,70.0,,,0.0,70.0,2700.0,2630.0,0.0,0.0,1.0,1.0,True
95,0.015043217538787207,0.029635436972494406,0.7544255018303779,0.7097468473190963,0.07739968231830496,0.0,0.07739968231830496,0.0,0.0,110.0,,,0.0,110.0,2410.0,2300.0,0.0,0.0,1.0,1.0,True
96,0.021076526272555893,0.0047026824741289025,0.028113615042726206,0.002334406296041411,0.06467268868932918,0.0,0.06467268868932918,0.0,0.0,60.0,90.0,30.0,0.0,60.0,90.0,30.0,0.0,0.0,0.0,0.0,False
97,0.014314650616392699,1.9836999054299864e-05,0.014504836923413998,0.00017034930796699932,0.2527888962133219,0.0,0.2527888962133219,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False
98,0.024187729687382586,0.014618797648821291,0.10159412735809298,0.0627876000218891,0.06377528447907654,0.0,0.06377528447907654,0.0,0.0,190.0,,,0.0,190.0,1690.0,1500.0,0.0,0.0,1.0,1.0,True
99,0.005378880333591102,0.0096984391216349,0.016376760320252107,0.0012994408650261052,0.002257472608165889,0.0,0.002257472608165889,0.0,0.0,140.0,150.0,10.0,0.0,140.0,150.0,10.0,0.0,0.0,0.0,0.0,False
100,0.01843312194381569,0.007818503655282694,0.15965213143311077,0.1334005058340124,0.03394073124798347,0.0,0.03394073124798347,0.0,0.0,70.0,,,0.0,70.0,2410.0,2340.0,0.0,0.0,1.0,1.0,True
101,0.012110858788277806,0.009712575510015808,0.016114515519893013,-0.005708918778400601,0.018750563471858994,0.0,0.018750563471858994,0.0,0.0,100.0,140.0,40.0,0.0,100.0,140.0,40.0,0.0,0.0,0.0,0.0,False
102,0.010494466750063824,0.00943571496347051,0.07251883657229902,0.05258865485876468,0.011632777191093457,0.0,0.011632777191093457,0.0,0.0,100.0,,,0.0,100.0,2260.0,2160.0,0.0,0.0,1.0,1.0,True
103,0.00910695415285899,0.004497726267570501,0.015987348977022295,0.002382668556592804,0.03246336342166839,0.0,0.03246336342166839,0.0,0.0,60.0,90.0,30.0,0.0,60.0,90.0,30.0,0.0,0.0,0.0,0.0,False
104,0.011192662154043909,0.01724037845091092,0.08188019735270752,0.05344715674775269,0.009934698791575824,0.0,0.009934698791575824,0.0,10.0,200.0,,,10.0,200.0,2080.0,1870.0,0.0,0.0,1.0,1.0,True
105,0.007833045884582099,0.016560031188037297,0.121923633104132,0.0975305560315126,0.004457648510125756,0.0,0.004457648510125756,0.0,0.0,170.0,,,0.0,170.0,2420.0,2250.0,0.0,0.0,1.0,1.0,True
106,0.009267717207657511,0.006872451591857107,0.0178293266207174,0.001689157821202783,0.0151948663076516,0.0,0.0151948663076516,0.0,0.0,110.0,140.0,30.0,0.0,110.0,140.0,30.0,0.0,0.0,0.0,0.0,False
107,0.0088347289106845,0.006346785469174804,0.0167308185805434,0.0015493042006840957,0.05406894739455703,0.0,0.05406894739455703,0.0,0.0,110.0,130.0,20.0,0.0,110.0,130.0,20.0,0.0,0.0,0.0,0.0,False
108,0.019149476547406286,0.02962633087031938,0.1486660092667327,0.09989020184900704,0.01547355422866381,0.0,0.01547355422866381,0.0,0.0,320.0,,,0.0,320.0,1810.0,1490.0,0.0,0.0,1.0,1.0,True
109,0.020353024007807502,0.012850470745607995,0.037517079708946105,0.004313584955530608,0.0777054947920025,0.0,0.0777054947920025,0.0,0.0,160.0,230.0,70.0,0.0,160.0,230.0,70.0,0.0,0.0,0.0,0.0,False
110,0.013104937436054287,0.007371195081229798,0.018010041051162412,-0.0024660914661216726,0.0008082026037221635,0.0,0.0008082026037221635,0.0,0.0,110.0,110.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,False
111,0.017187033504978994,0.00841317015810078,0.05952030295752178,0.03392009929444201,0.05661548529264904,0.0,0.05661548529264904,0.0,0.0,130.0,,,0.0,130.0,2390.0,2260.0,0.0,0.0,1.0,1.0,True
112,0.008267650462751894,0.005888944864504503,0.013901465641184801,-0.00025512968607159514,0.03151280471039114,0.0,0.03151280471039114,0.0,10.0,90.0,110.0,10.0,10.0,90.0,110.0,10.0,0.0,0.0,0.0,0.0,False
113,0.01756567097398029,0.027510219204219977,0.0866460987435444,0.04157020856534413,0.037532346265479966,0.0,0.037532346265479966,0.0,0.0,260.0,,,0.0,260.0,1760.0,1500.0,0.0,0.0,1.0,1.0,True
114,0.0072462291120169026,0.006518776772757001,0.05233313262764561,0.0385681267428717,0.03071675764197318,0.0,0.03071675764197318,0.0,0.0,100.0,,,0.0,100.0,2800.0,2700.0,0.0,0.0,1.0,1.0,True
115,0.008023459452835488,0.0005468634640603959,0.009881224506650299,0.0013109015897544152,0.06440053620821373,0.0,0.06440053620821373,0.0,10.0,20.0,40.0,10.0,10.0,20.0,40.0,10.0,0.0,0.0,0.0,0.0,False
116,0.0101858902243879,0.0021408864648643985,0.011085582286035303,-0.0012411944032169955,0.14471836026089435,0.0,0.14471836026089435,0.0,0.0,40.0,70.0,30.0,0.0,40.0,70.0,30.0,0.0,0.0,0.0,0.0,False
117,0.009280300032818697,0.0006256195411245002,0.011352860392128697,0.0014469408181854992,0.03974034456754194,0.0,0.03974034456754194,0.0,0.0,20.0,50.0,30.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,False
118,0.004720484868141597,0.016361484439927992,0.020183188962512102,-0.0008987803455574872,0.02238461734298658,0.0,0.02238461734298658,0.0,0.0,230.0,260.0,30.0,0.0,230.0,260.0,30.0,0.0,0.0,0.0,0.0,False
119,0.0065353576945026,3.309846420390672e-05,0.006829249816832111,0.00026079365812560484,0.015651972909620337,0.0,0.015651972909620337,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,False
