R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,q_prop,kappa_prop,q_rec,kappa_rec,seed_design,replication,psi_prop,psi_rec,q_prop_realised,kappa_prop_realised,psi_prop_realised,q_rec_realised,kappa_rec_realised,psi_rec_realised
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,0.8,0.2,0.8,3,0,0.16000000000000003,0.16000000000000003,,,,,,
0.9293184851851851,0.07068151481481488,0.46650000000000014,0.5334999999999999,46.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,0.8,0.2,0.8,3,0,0.16000000000000003,0.16000000000000003,0.2,0.8,0.16000000000000003,0.0,0.0,0.0
0.9350117225925926,0.06498827740740742,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,01,operational,0.2,0.8,0.2,0.8,3,0,0.16000000000000003,0.16000000000000003,0.0,0.0,0.0,0.2,0.8,0.16000000000000003
0.9288934612962964,0.07110653870370365,0.46650000000000014,0.5334999999999999,46.0,214.0,False,876.0,0.0,1.0,11,operational,0.2,0.8,0.2,0.8,3,0,0.16000000000000003,0.16000000000000003,0.2,0.8,0.16000000000000003,0.2,0.8,0.16000000000000003
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,1.0,0.2,1.0,0,0,0.2,0.2,,,,,,
0.9304616527777777,0.0695383472222223,0.45750000000000013,0.5424999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,1.0,0.2,1.0,0,0,0.2,0.2,0.2,1.0,0.2,0.0,0.0,0.0
0.9301528410300925,0.06984715896990745,0.4325000000000001,0.5674999999999999,44.0,228.0,False,876.0,0.0,1.0,01,operational,0.2,1.0,0.2,1.0,0,0,0.2,0.2,0.0,0.0,0.0,0.2,1.0,0.2
0.9247450174868252,0.07525498251317475,0.45750000000000013,0.5424999999999999,44.0,229.0,False,876.0,0.0,1.0,11,operational,0.2,1.0,0.2,1.0,0,0,0.2,0.2,0.2,1.0,0.2,0.2,1.0,0.2
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,1.0,0.2,1.0,1,0,0.2,0.2,,,,,,
0.9298506736111111,0.07014932638888893,0.4675,0.5325,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,1.0,0.2,1.0,1,0,0.2,0.2,0.2,1.0,0.2,0.0,0.0,0.0
0.9303125734953703,0.06968742650462967,0.4325000000000001,0.5674999999999999,44.0,227.0,False,876.0,0.0,1.0,01,operational,0.2,1.0,0.2,1.0,1,0,0.2,0.2,0.0,0.0,0.0,0.2,1.0,0.2
0.9242545888389962,0.07574541116100375,0.4675,0.5325,44.0,227.0,False,876.0,0.0,1.0,11,operational,0.2,1.0,0.2,1.0,1,0,0.2,0.2,0.2,1.0,0.2,0.2,1.0,0.2
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,1.0,0.2,1.0,2,0,0.2,0.2,,,,,,
0.9309504120370371,0.0690495879629629,0.4340312500000001,0.5659687499999999,56.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,1.0,0.2,1.0,2,0,0.2,0.2,0.2,1.0,0.2,0.0,0.0,0.0
0.9342033837076439,0.06579661629235611,0.4325000000000001,0.5674999999999999,44.0,217.0,False,876.0,0.0,1.0,01,operational,0.2,1.0,0.2,1.0,2,0,0.2,0.2,0.0,0.0,0.0,0.2,1.0,0.2
0.9296646870961387,0.0703353129038613,0.4340312500000001,0.5659687499999999,56.0,217.0,False,876.0,0.0,1.0,11,operational,0.2,1.0,0.2,1.0,2,0,0.2,0.2,0.2,1.0,0.2,0.2,1.0,0.2
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.2,1.0,0.2,1.0,3,0,0.2,0.2,,,,,,
0.9276802592592592,0.07231974074074077,0.4765312500000001,0.5234687499999999,56.0,213.0,False,876.0,0.0,1.0,10,operational,0.2,1.0,0.2,1.0,3,0,0.2,0.2,0.2,1.0,0.2,0.0,0.0,0.0
0.9348976837962963,0.06510231620370366,0.4325000000000001,0.5674999999999999,44.0,215.0,False,876.0,0.0,1.0,01,operational,0.2,1.0,0.2,1.0,3,0,0.2,0.2,0.0,0.0,0.0,0.2,1.0,0.2
0.9271153282407407,0.07288467175925928,0.4765312500000001,0.5234687499999999,56.0,215.0,False,876.0,0.0,1.0,11,operational,0.2,1.0,0.2,1.0,3,0,0.2,0.2,0.2,1.0,0.2,0.2,1.0,0.2
0.9353926388888889,0.0646073611111111,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,00,operational,0.4,0.2,0.4,0.2,0,0,0.08000000000000002,0.08000000000000002,,,,,,
0.9336585005671295,0.06634149943287049,0.4325000000000001,0.5674999999999999,44.0,213.0,False,876.0,0.0,1.0,10,operational,0.4,0.2,0.4,0.2,0,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.0,0.0,0.0
0.9351566544444444,0.0648433455555556,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,01,operational,0.4,0.2,0.4,0.2,0,0,0.08000000000000002,0.08000000000000002,0.0,0.0,0.0,0.4,0.2,0.08000000000000002
0.9331913986940301,0.06680860130596988,0.4325000000000001,0.5674999999999999,44.0,214.0,False,876.0,0.0,1.0,11,operational,0.4,0.2,0.4,0.2,0,0,0.08000000000000002,0.08000000000000002,0.4,0.2,0.08000000000000002,0.4,0.2,0.08000000000000002
