R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,arm_check,kappa_prop,kappa_rec
0.9640438127337726,0.0359561872662274,0.5210134246829305,0.4789865753170694,360.0,490.0,False,3760.0,0.0,0.9999999999999992,00,operational,97,0,0.4,0.4
0.9561763544168196,0.0438236455831804,0.6639773531591204,0.3360226468408795,360.0,490.0,False,3760.0,0.0,0.9999999999999992,10,operational,97,10,0.4,0.4
0.9640345196309508,0.0359654803690493,0.5210134246829305,0.4789865753170694,360.0,490.0,False,3760.0,0.0,0.9999999999999992,01,operational,97,1,0.4,0.4
0.9561481063182296,0.0438518936817704,0.6639773531591204,0.3360226468408795,360.0,490.0,False,3760.0,0.0,0.9999999999999992,11,operational,97,11,0.4,0.4
0.8751167578658267,0.1248832421341733,0.586112822587953,0.4138871774120469,360.0,1340.0,False,3760.0,0.0,0.9999999999999992,00,operational,105,0,0.4,0.4
0.8711917953460532,0.1288082046539468,0.5882097741238757,0.4117902258761243,360.0,1340.0,False,3760.0,0.0,0.9999999999999992,10,operational,105,10,0.4,0.4
0.866576619577507,0.133423380422493,0.586112822587953,0.4138871774120469,360.0,1410.0,False,3760.0,0.0,0.9999999999999992,01,operational,105,1,0.4,0.4
0.861319173608243,0.138680826391757,0.5882097741238757,0.4117902258761243,360.0,1420.0,False,3760.0,0.0,0.9999999999999992,11,operational,105,11,0.4,0.4
0.7725694949174422,0.2274305050825578,0.7567917662528054,0.2432082337471945,360.0,2000.0,False,3760.0,0.0,0.9999999999999992,00,operational,113,0,0.4,0.4
0.7630855796878269,0.2369144203121731,0.7802547388137113,0.2197452611862887,360.0,2000.0,False,3760.0,0.0,0.9999999999999992,10,operational,113,10,0.4,0.4
0.7592076404987176,0.2407923595012824,0.7567917662528054,0.2432082337471945,360.0,2110.0,False,3760.0,0.0,0.9999999999999992,01,operational,113,1,0.4,0.4
0.7445069729372826,0.2554930270627173,0.7802547388137113,0.2197452611862887,360.0,2140.0,False,3760.0,0.0,0.9999999999999992,11,operational,113,11,0.4,0.4
0.8997624791479826,0.1002375208520174,0.7300626216492182,0.2699373783507818,360.0,1070.0,False,3760.0,0.0,0.9999999999999992,00,operational,121,0,0.4,0.4
0.8905869124029194,0.1094130875970805,0.774261651226183,0.225738348773817,360.0,1070.0,False,3760.0,0.0,0.9999999999999992,10,operational,121,10,0.4,0.4
0.8984904582059787,0.1015095417940212,0.7300626216492182,0.2699373783507818,360.0,1090.0,False,3760.0,0.0,0.9999999999999992,01,operational,121,1,0.4,0.4
0.8884167690463437,0.1115832309536563,0.774261651226183,0.225738348773817,360.0,1100.0,False,3760.0,0.0,0.9999999999999992,11,operational,121,11,0.4,0.4
0.8602339228356841,0.1397660771643158,0.7342616333833365,0.2657383666166635,360.0,1340.0,False,3760.0,0.0,0.9999999999999992,00,operational,129,0,0.4,0.4
0.8552224418411809,0.1447775581588191,0.7612090770741053,0.2387909229258946,360.0,1340.0,False,3760.0,0.0,0.9999999999999992,10,operational,129,10,0.4,0.4
