R,loss,Lambda,F_min,t_min,T_rec,T_rec_censored,T_rec_bound,lock_in,F_end,arm,indicator,replication,access_threshold,kappa,T_eval
0.952600847920848,0.0473991520791519,0.3855106846043383,0.6144893153956617,360.0,710.0,False,3760.0,0.0,0.9999999999999992,10,operational,50,0.3,0.5,4000.0
0.9532257545191496,0.0467742454808504,0.3747455939900203,0.6252544060099797,360.0,740.0,False,3760.0,0.0,0.9999999999999992,01,operational,50,0.3,0.5,4000.0
0.9501846576693084,0.0498153423306917,0.3855106846043383,0.6144893153956617,360.0,750.0,False,3760.0,0.0,0.9999999999999992,11,operational,50,0.3,0.5,4000.0
0.8910243185468429,0.108975681453157,0.4914499321654529,0.508550067834547,360.0,1280.0,False,3760.0,0.0,0.9999999999999992,00,operational,60,0.3,0.5,4000.0
0.8838224695946487,0.1161775304053512,0.504109853670212,0.495890146329788,360.0,1280.0,False,3760.0,0.0,0.9999999999999992,10,operational,60,0.3,0.5,4000.0
0.8872964334854113,0.1127035665145886,0.4914499321654529,0.508550067834547,360.0,1320.0,False,3760.0,0.0,0.9999999999999992,01,operational,60,0.3,0.5,4000.0
0.8796370437712933,0.1203629562287067,0.504109853670212,0.495890146329788,360.0,1330.0,False,3760.0,0.0,0.9999999999999992,11,operational,60,0.3,0.5,4000.0
0.8932554188137792,0.1067445811862207,0.7435200389278338,0.2564799610721662,360.0,1070.0,False,3760.0,0.0,0.9999999999999992,00,operational,70,0.3,0.5,4000.0
0.88567952528696,0.1143204747130399,0.7848228158826414,0.2151771841173587,360.0,1080.0,False,3760.0,0.0,0.9999999999999992,10,operational,70,0.3,0.5,4000.0
0.8879414478403412,0.1120585521596587,0.7435200389278338,0.2564799610721662,360.0,1130.0,False,3760.0,0.0,0.9999999999999992,01,operational,70,0.3,0.5,4000.0
0.8783912458223285,0.1216087541776714,0.7848228158826414,0.2151771841173587,360.0,1160.0,False,3760.0,0.0,0.9999999999999992,11,operational,70,0.3,0.5,4000.0
0.8053447919148037,0.1946552080851963,0.7288298088817389,0.2711701911182611,250.0,1770.0,False,3760.0,0.0,0.9999999999999992,00,operational,80,0.3,0.5,4000.0
0.7956733270029003,0.2043266729970997,0.7383465385274496,0.2616534614725504,250.0,1770.0,False,3760.0,0.0,0.9999999999999992,10,operational,80,0.3,0.5,4000.0
0.7945450556553307,0.2054549443446692,0.7288298088817389,0.2711701911182611,250.0,1860.0,False,3760.0,0.0,0.9999999999999992,01,operational,80,0.3,0.5,4000.0
0.781437483679157,0.218562516320843,0.7383465385274496,0.2616534614725504,250.0,1890.0,False,3760.0,0.0,0.9999999999999992,11,operational,80,0.3,0.5,4000.0
0.923705013632664,0.076294986367336,0.4967600881821702,0.5032399118178298,360.0,960.0,False,3760.0,0.0,0.9999999999999992,00,operational,90,0.3,0.5,4000.0
0.9173700235928834,0.0826299764071165,0.5146049194921862,0.4853950805078138,360.0,970.0,False,3760.0,0.0,0.9999999999999992,10,operational,90,0.3,0.5,4000.0
0.9183461257501694,0.0816538742498306,0.4967600881821702,0.5032399118178298,360.0,1030.0,False,3760.0,0.0,0.9999999999999992,01,operational,90,0.3,0.5,4000.0
0.9095516213250726,0.0904483786749273,0.5146049194921862,0.4853950805078138,360.0,1060.0,False,3760.0,0.0,0.9999999999999992,11,operational,90,0.3,0.5,4000.0
0.8756562567124018,0.1243437432875982,0.5317255645809629,0.4682744354190372,360.0,1350.0,False,3760.0,0.0,0.9999999999999992,00,operational,100,0.3,0.5,4000.0
